GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
8600000US11419,11419,ZCTA5 11419,12357,259,10743,277,7171,333,1614,253,6.0,1.4,4.3,1.2,3.2,1.1,18.5,6.2,4.4,1.2,3.4,0.9,1.7,0.8,13.2,5.7,10.3,1.6,10.9,1.7,9.4,1.8,10.0,4.8,11.1,1.5,11.7,1.6,11.9,2.0,8.0,3.9,12.2,1.9,12.2,2.0,13.2,2.3,12.3,4.6,18.7,1.8,19.6,1.9,17.6,2.3,21.3,5.4,13.7,1.5,13.5,1.7,14.7,2.2,8.1,3.8,14.4,1.7,15.5,1.8,17.8,2.3,3.5,2.5,5.3,1.0,5.2,1.0,6.2,1.4,2.9,2.3,3.9,0.8,3.8,0.9,4.3,1.3,2.3,2.0,58266,3896,59355,3839,65038,5283,35200,8857,73064,2916,74348,3102,80835,4197,46381,7276,54.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),55.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),41.4,(X)
8600000US11420,11420,ZCTA5 11420,13474,278,11549,343,7469,368,1925,219,5.4,1.2,3.4,1.1,0.8,0.4,20.9,5.2,2.9,0.8,2.1,0.9,1.4,1.0,8.9,3.2,9.6,1.5,8.5,1.7,7.1,1.8,17.9,5.4,9.9,1.6,10.3,1.7,9.6,2.1,8.8,2.9,14.9,1.8,16.0,2.2,14.7,2.7,13.5,3.9,17.7,1.5,18.6,1.9,17.4,2.5,11.8,3.4,12.8,1.7,12.5,1.8,15.0,2.5,10.5,3.3,15.9,1.9,17.6,2.3,19.2,2.7,5.4,3.1,5.9,1.2,6.0,1.4,7.8,1.8,1.8,1.7,4.9,1.0,5.1,1.2,7.0,1.8,0.4,0.7,59660,3269,61833,3167,73337,6973,26942,5838,79434,4909,83226,5576,95482,8350,40148,4222,49.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),50.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X)
8600000US11421,11421,ZCTA5 11421,12228,227,9733,285,6287,317,2495,254,5.4,1.3,4.9,1.4,2.3,1.1,13.2,3.8,4.1,0.9,3.8,1.2,3.1,1.2,7.4,2.4,10.0,1.4,8.9,1.7,6.5,1.5,15.2,3.5,10.0,1.3,8.7,1.6,6.9,2.0,13.9,3.2,11.5,1.5,10.9,1.8,10.8,2.1,13.7,4.1,18.7,2.1,19.5,2.1,21.4,2.9,15.6,3.4,13.1,1.7,14.1,2.0,15.0,2.4,6.9,2.7,16.4,1.8,17.5,2.0,19.6,2.7,10.1,3.6,5.8,1.2,6.8,1.4,8.7,1.9,2.2,1.8,4.9,1.1,4.9,1.1,5.8,1.4,1.9,1.8,60996,2182,64258,3717,73544,4421,35462,6157,78211,3630,82421,4373,N,N,50188,6044,64.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),65.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),53.4,(X)
8600000US11422,11422,ZCTA5 11422,9620,258,7618,377,3978,371,2002,307,3.6,1.3,3.2,1.3,1.0,1.0,9.6,4.2,2.0,0.9,1.8,1.0,0.0,0.7,2.5,2.4,4.8,1.6,3.1,1.2,1.6,0.9,15.0,5.7,6.8,1.9,6.1,1.9,3.8,1.9,11.4,5.0,11.1,2.0,11.0,2.8,6.5,2.7,15.3,4.8,15.8,2.3,14.7,2.3,11.1,2.8,17.7,5.6,15.9,2.6,16.5,3.1,14.1,3.9,15.1,5.8,23.2,2.6,25.5,3.0,34.7,5.1,9.9,5.2,12.0,2.7,12.8,2.9,20.2,4.5,2.7,2.6,4.7,1.4,5.3,1.7,7.0,2.6,0.7,0.8,84955,6406,91315,3989,116780,10524,47706,4821,92702,5190,97692,5817,N,N,56258,6369,52.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),53.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),42.7,(X)
8600000US11423,11423,ZCTA5 11423,9793,315,7293,332,4761,344,2500,295,6.2,1.5,2.7,1.2,1.5,1.3,16.9,5.4,2.8,1.0,2.2,1.0,1.2,1.0,4.8,2.2,9.5,2.0,6.7,1.8,6.7,2.5,19.4,4.5,7.8,1.8,7.7,2.1,6.9,2.1,9.3,3.8,13.9,2.0,13.0,2.4,11.2,2.7,16.6,4.4,17.4,2.2,18.5,2.8,16.6,3.2,12.9,4.7,14.9,2.3,16.4,2.6,16.2,3.5,11.6,5.0,14.7,2.2,16.5,2.8,19.4,3.7,7.6,3.5,8.4,2.4,11.0,3.1,13.5,4.3,0.4,0.5,4.4,1.1,5.3,1.4,6.8,1.9,0.7,0.8,62179,4587,74290,4003,84818,5468,33906,7753,80672,4339,89849,4722,N,N,48524,9044,37.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.2,(X)
8600000US11424,11424,ZCTA5 11424,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US11425,11425,ZCTA5 11425,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US11426,11426,ZCTA5 11426,6191,287,4723,297,3963,296,1468,194,4.6,2.4,4.2,2.5,2.6,2.5,7.4,5.4,2.4,1.3,1.5,1.2,0.8,0.7,5.7,3.9,5.9,1.8,3.6,1.6,2.8,1.6,11.4,5.4,3.3,1.3,3.8,1.9,3.4,2.0,5.1,3.2,12.9,2.6,11.3,3.6,10.8,4.1,18.3,6.5,18.6,3.3,15.6,2.9,14.4,3.3,25.0,8.1,16.9,3.3,17.6,4.1,18.4,4.5,14.1,6.7,19.7,3.7,23.4,4.7,25.5,5.8,10.1,5.1,9.6,2.6,11.3,3.1,12.4,3.4,2.9,2.4,6.1,1.7,7.6,2.2,8.9,2.6,0.0,2.0,77146,4552,86434,12207,(X),(X),50775,7695,90998,5485,100762,6852,N,N,55954,6304,38.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38.4,(X)
8600000US11427,11427,ZCTA5 11427,7739,217,5499,312,4170,305,2240,234,5.6,1.5,2.5,1.0,1.9,0.9,13.1,4.2,3.8,1.4,0.9,0.7,0.7,0.5,11.0,4.1,6.8,2.0,5.8,2.3,4.9,2.4,9.6,3.9,8.0,1.8,5.7,1.9,5.3,1.9,13.3,4.1,13.0,2.4,11.5,2.4,9.8,2.4,20.8,5.6,17.4,2.4,18.4,3.0,18.5,3.3,14.4,3.8,15.3,2.2,16.6,2.7,16.2,3.3,11.1,4.1,17.3,2.3,22.5,3.1,25.4,3.8,3.7,3.0,7.1,1.7,8.6,2.3,8.5,2.6,2.3,1.9,5.8,1.2,7.5,1.6,8.8,2.0,0.9,0.8,66007,5822,84627,6910,88133,6026,36487,3823,83020,3859,97275,5504,N,N,44431,4610,44.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),44.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),43.2,(X)
8600000US11428,11428,ZCTA5 11428,5620,187,4848,222,3566,229,772,137,4.7,1.8,3.6,1.9,3.5,2.3,15.4,7.5,3.0,1.3,2.9,1.5,1.6,1.0,3.1,1.9,10.0,2.1,9.6,2.4,7.8,2.6,18.0,7.1,9.1,2.2,8.0,2.4,8.3,2.8,13.0,6.1,11.2,2.3,10.1,2.4,7.8,2.4,16.7,6.4,17.7,2.8,18.1,3.1,16.2,3.1,18.0,5.5,15.6,2.6,15.8,2.7,16.2,3.1,10.4,6.3,20.6,3.0,22.8,3.4,27.6,4.0,3.2,2.0,5.7,1.5,6.6,1.7,8.0,2.3,0.0,3.8,2.4,1.0,2.4,0.9,2.9,1.2,2.2,3.6,67151,5505,71648,4263,81939,5331,35909,8810,75806,3919,79599,4188,N,N,44489,7671,50.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),52.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38.3,(X)
8600000US11429,11429,ZCTA5 11429,7318,232,5926,304,3116,290,1392,214,4.9,1.3,3.4,1.2,1.3,0.9,12.9,4.5,4.5,1.7,2.2,1.1,0.5,0.8,14.0,6.5,8.3,1.9,7.6,1.9,3.5,2.2,15.7,5.5,6.3,1.5,5.8,1.4,3.3,1.9,10.7,4.6,12.9,2.7,12.8,2.8,10.9,3.0,16.0,6.1,15.9,2.7,17.3,3.2,15.2,4.2,12.8,5.4,16.0,2.8,16.9,2.7,20.0,4.7,9.9,5.3,17.6,2.8,19.4,3.0,25.2,4.2,5.4,3.4,9.1,1.8,9.4,2.3,13.8,3.7,2.6,2.5,4.4,1.3,5.3,1.6,6.5,2.1,0.0,2.1,68684,6749,76034,4660,92778,6746,31125,9145,82902,4171,88922,5249,N,N,42027,5778,58.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),58.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),44.0,(X)
8600000US11430,11430,ZCTA5 11430,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US11432,11432,ZCTA5 11432,18362,414,12643,490,8631,425,5719,428,7.4,1.3,4.4,1.1,2.1,0.9,14.4,2.8,4.3,0.8,2.8,0.8,2.0,0.9,8.4,2.1,12.0,1.7,12.2,2.1,12.2,2.4,12.7,2.9,11.9,1.3,11.2,1.5,11.0,1.9,14.5,3.0,13.5,1.7,15.7,2.2,15.3,2.6,10.5,2.4,17.8,1.8,16.7,2.3,16.4,2.5,18.9,3.1,11.0,1.5,11.4,2.0,10.8,2.0,9.3,2.1,11.3,1.3,13.0,1.5,14.6,2.0,6.7,2.5,6.3,1.1,7.1,1.3,8.8,1.6,3.0,1.3,4.4,0.9,5.5,1.3,6.9,1.7,1.5,1.2,50702,1896,53185,4533,59748,3695,35007,3078,70442,2596,77692,3513,86290,5053,49366,3226,42.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),46.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.1,(X)
8600000US11433,11433,ZCTA5 11433,10394,266,7308,342,3208,315,3086,321,11.9,2.1,7.8,2.1,2.8,2.0,23.9,4.4,7.1,1.5,2.5,1.1,1.7,1.0,18.1,4.5,12.5,2.1,11.0,2.4,5.0,2.5,17.4,4.0,9.4,2.0,10.3,2.7,6.4,3.4,7.6,2.6,16.5,2.0,18.1,2.6,17.6,4.4,12.1,3.6,14.6,2.0,16.6,2.8,16.6,3.8,11.1,3.4,9.8,1.8,11.9,2.2,14.4,4.3,4.0,2.4,12.1,2.1,14.4,3.0,22.6,5.2,3.6,2.5,4.5,1.2,5.8,1.6,10.3,3.2,1.4,1.2,1.5,0.6,1.6,0.8,2.6,1.6,0.8,1.0,42964,2276,50225,2833,74817,7348,18882,2424,59055,3465,65732,2961,N,N,37626,9332,54.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),57.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),44.7,(X)
8600000US11434,11434,ZCTA5 11434,20731,384,14720,546,6672,437,6011,457,5.8,1.4,3.2,1.1,0.4,0.4,13.8,3.6,4.3,1.1,2.7,1.0,1.0,0.8,8.4,3.0,8.2,1.6,6.0,1.8,2.0,1.0,14.6,3.8,8.9,1.6,8.1,1.6,7.4,2.3,13.2,3.8,14.2,2.1,13.9,2.4,9.2,2.5,15.1,4.2,21.3,2.4,20.9,2.6,20.0,3.8,20.7,4.6,12.5,1.7,15.4,2.3,17.1,4.0,6.7,1.8,17.7,2.0,21.5,2.6,29.4,4.5,6.2,2.5,5.4,1.1,6.2,1.4,9.9,2.5,1.0,0.7,1.9,0.5,2.2,0.6,3.5,1.2,0.3,0.5,58076,2145,68103,3433,90833,6150,35009,3662,70071,2491,78121,3086,N,N,42868,3850,58.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),62.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),45.0,(X)
8600000US11435,11435,ZCTA5 11435,18486,350,12725,485,7859,469,5761,395,7.0,1.5,4.2,1.4,1.4,0.8,14.0,3.2,5.4,1.0,4.2,1.2,2.3,1.0,9.5,2.3,11.0,1.4,11.0,1.6,10.7,2.0,12.0,2.9,9.4,1.3,9.7,1.8,10.1,2.2,9.4,2.4,14.5,1.6,15.3,2.0,14.5,2.6,13.8,2.9,20.4,2.0,19.4,2.3,20.8,2.9,20.7,3.4,11.0,1.5,11.8,1.9,11.3,2.1,8.9,3.1,13.3,1.7,14.9,2.0,17.2,2.8,9.1,2.7,5.8,1.3,6.9,1.6,9.1,2.3,1.5,0.9,2.1,0.7,2.5,0.9,2.6,1.1,1.1,0.9,52686,2293,55904,3622,62521,3933,40778,5043,66645,2623,72325,3413,79848,4195,49540,3407,45.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),49.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.6,(X)
8600000US11436,11436,ZCTA5 11436,5454,194,4310,212,2258,185,1144,166,4.5,1.2,3.4,1.3,2.1,1.4,10.2,3.9,4.1,1.7,2.2,1.0,1.2,0.8,11.8,5.5,6.9,1.6,5.3,1.4,2.7,1.6,16.9,5.4,8.4,1.8,8.1,2.0,6.0,2.5,12.2,4.3,13.8,2.3,13.2,2.6,11.8,3.2,16.5,5.3,19.9,2.7,22.0,3.2,21.6,4.2,11.4,5.2,15.6,2.5,17.5,3.0,18.9,4.1,7.6,3.1,17.3,2.9,17.7,3.2,20.4,4.0,11.3,4.6,6.8,1.8,7.5,2.2,11.8,3.8,1.4,1.7,2.7,0.9,3.1,1.1,3.5,1.8,0.8,0.9,64005,4374,69590,6492,80556,5572,34189,6687,78107,4135,83667,4969,N,N,46759,5716,62.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),63.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),51.0,(X)
8600000US11451,11451,ZCTA5 11451,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US11581,11581,ZCTA5 11581,6773,158,5504,223,4141,267,1269,173,2.6,1.2,1.1,0.8,1.5,1.1,9.2,4.7,2.8,1.4,1.6,1.2,1.1,1.4,8.8,5.9,5.3,1.6,2.9,1.6,2.7,2.0,15.8,5.4,5.0,1.7,3.8,1.8,3.1,1.6,10.0,5.2,7.3,1.9,7.1,2.1,6.7,2.4,9.1,4.6,14.1,2.4,14.4,3.0,14.1,3.6,15.2,5.1,12.5,3.0,12.8,3.4,11.1,3.3,12.1,5.9,20.9,3.4,22.6,3.9,22.0,4.0,11.9,6.6,15.0,3.0,16.9,3.6,17.1,3.8,5.8,3.5,14.4,2.9,16.8,3.5,20.5,4.3,2.0,1.5,100787,7215,111583,9785,(X),(X),42443,18426,120373,6965,132585,8634,N,N,59992,8381,35.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.2,(X)
8600000US11691,11691,ZCTA5 11691,19607,485,13238,574,7065,513,6369,539,16.7,2.2,9.2,2.1,3.7,1.7,32.8,5.0,7.4,1.3,5.0,1.3,3.5,1.3,12.3,2.9,11.9,2.0,10.9,2.3,7.9,2.6,14.1,3.7,8.1,1.8,9.0,2.3,6.9,2.7,7.6,2.6,12.9,1.9,14.9,2.9,14.5,3.7,9.9,2.9,15.4,2.1,18.7,3.1,22.7,4.3,10.6,3.0,12.0,1.8,12.8,2.3,15.5,3.3,8.9,2.7,10.4,1.6,12.6,2.2,15.6,3.3,2.3,1.4,3.2,0.9,4.2,1.3,5.6,2.1,0.9,0.8,2.0,0.7,2.6,0.9,4.1,1.7,0.7,0.9,42023,2537,50697,3170,63383,4922,19315,4381,55708,2480,64715,3195,N,N,32698,3706,52.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),56.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),43.8,(X)
8600000US11692,11692,ZCTA5 11692,6249,323,4580,382,1661,236,1669,268,9.6,3.2,9.1,3.5,2.8,2.6,13.6,6.2,6.9,2.2,6.4,2.6,1.9,2.1,8.5,4.5,11.9,2.8,11.1,3.2,7.2,4.5,17.6,5.9,12.8,3.6,11.0,3.9,6.9,4.0,17.9,7.7,18.1,4.5,20.6,5.3,16.6,7.5,8.0,3.6,15.8,3.2,14.8,3.0,14.6,5.4,18.9,7.8,9.9,2.0,9.2,2.6,13.4,4.8,9.6,4.1,8.7,2.3,10.5,3.1,19.3,6.7,3.4,3.2,3.6,1.4,4.0,1.7,9.5,4.1,1.8,2.2,2.6,1.5,3.2,1.9,7.8,4.8,0.7,1.1,42127,3230,43502,2890,(X),(X),30272,8120,58512,4959,61840,6145,N,N,44704,7889,42.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),45.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.5,(X)
8600000US11693,11693,ZCTA5 11693,4512,263,2641,237,1394,206,1871,221,15.3,3.6,14.4,4.9,5.0,3.4,17.7,6.0,2.9,1.5,2.0,1.8,1.5,1.8,4.2,2.8,9.0,2.9,7.6,3.1,8.2,4.9,12.6,5.5,9.0,2.8,8.5,3.9,9.1,6.4,9.8,4.7,12.3,3.5,11.8,5.2,10.6,5.5,12.0,5.1,16.8,3.6,16.0,5.0,13.4,5.8,18.6,5.1,10.1,3.0,11.7,4.7,14.6,6.6,8.6,4.4,17.3,4.4,19.6,4.8,22.1,6.5,11.2,5.5,4.1,1.7,5.0,2.0,9.0,3.6,2.8,2.5,3.1,2.0,3.4,2.6,6.4,5.0,2.6,3.3,53281,8656,58581,10603,80227,16729,40893,10110,64300,5404,70554,7424,N,N,52843,8141,46.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),52.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.5,(X)
8600000US11694,11694,ZCTA5 11694,7956,308,4902,350,3665,323,3054,355,4.9,1.6,2.0,1.5,1.7,1.6,9.5,3.1,4.4,1.5,1.7,1.2,1.3,1.2,9.3,3.3,6.9,1.9,3.3,1.8,1.1,1.1,13.3,4.3,7.1,2.1,6.5,2.4,3.8,2.0,8.5,3.9,10.4,3.8,9.4,4.7,7.4,5.5,11.4,4.1,16.3,3.5,11.6,3.0,9.5,3.2,24.3,6.6,16.1,2.9,20.2,4.4,20.6,4.7,9.9,3.3,14.8,2.5,18.0,3.8,20.4,4.3,8.0,3.1,10.5,2.1,15.0,3.2,18.5,4.1,2.9,1.8,8.7,1.6,12.3,2.8,15.6,3.4,2.8,1.7,75094,3928,89974,10304,110945,12084,46078,12320,100077,6403,121592,10426,N,N,63565,9809,39.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.0,(X)
8600000US11697,11697,ZCTA5 11697,1520,139,998,128,808,118,522,94,1.3,1.3,2.8,2.4,1.2,1.8,0.0,5.6,2.8,1.9,0.8,1.3,0.0,3.6,6.5,4.9,6.4,3.5,3.5,3.1,2.4,2.6,11.9,8.7,5.4,2.3,3.3,2.6,3.1,2.9,9.4,4.8,10.7,3.7,5.0,3.3,4.2,3.4,21.6,7.5,18.0,5.2,12.3,5.1,12.0,5.6,28.7,9.9,7.7,3.1,10.3,4.6,10.3,5.0,2.7,3.0,22.5,5.3,28.2,6.9,28.1,8.2,11.7,7.1,12.2,5.3,17.5,8.0,21.7,9.7,1.9,2.8,13.2,4.9,16.2,6.5,17.1,7.0,5.6,4.6,93333,21346,126071,29959,(X),(X),50938,13082,109500,11505,126503,12030,N,N,73522,19028,32.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.2,(X)
